,Continent,Region,Origin,Female,Male
1572,Asia,South-Eastern Asia,Puerto Rico,140.0,129.0
1573,Asia,South-Eastern Asia,Qatar,319.0,333.0
1574,Asia,South-Eastern Asia,Republic of Korea,74441.0,113609.0
1575,Asia,South-Eastern Asia,Romania,177.0,210.0
1576,Asia,South-Eastern Asia,Russian Federation,200.0,402.0
1577,Asia,South-Eastern Asia,Rwanda,8.0,7.0
1578,Asia,South-Eastern Asia,Saudi Arabia,10729.0,13136.0
1579,Asia,South-Eastern Asia,Singapore,247468.0,280983.0
1580,Asia,South-Eastern Asia,Somalia,2389.0,3205.0
1581,Asia,South-Eastern Asia,South Africa,2187.0,2241.0
1582,Asia,South-Eastern Asia,Spain,2752.0,1935.0
1583,Asia,South-Eastern Asia,Sri Lanka,66801.0,72116.0
1584,Asia,South-Eastern Asia,State of Palestine,27.0,29.0
1585,Asia,South-Eastern Asia,Sudan,34.0,236.0
1586,Asia,South-Eastern Asia,Suriname,336.0,342.0
1587,Asia,South-Eastern Asia,Sweden,2068.0,4244.0
1588,Asia,South-Eastern Asia,Switzerland,2685.0,7360.0
1589,Asia,South-Eastern Asia,Syrian Arab Republic,6862.0,8496.0
1590,Asia,South-Eastern Asia,Thailand,330144.0,312459.0
1591,Asia,South-Eastern Asia,Timor-Leste,174171.0,188572.0
1592,Asia,South-Eastern Asia,Togo,3.0,3.0
1593,Asia,South-Eastern Asia,Tunisia,1158.0,1031.0
1594,Asia,South-Eastern Asia,Turkey,2366.0,2430.0
1595,Asia,South-Eastern Asia,Uganda,0.0,0.0
1596,Asia,South-Eastern Asia,United Arab Emirates,1163.0,1188.0
1597,Asia,South-Eastern Asia,United Kingdom,142194.0,174768.0
1598,Asia,South-Eastern Asia,United States of America,171739.0,209701.0
1599,Asia,South-Eastern Asia,Viet Nam,399610.0,504304.0
1600,Asia,Southern Asia,Armenia,3901.0,5931.0
1601,Asia,Southern Asia,Australia,5791.0,5376.0
1602,Asia,Southern Asia,Austria,69.0,122.0
1603,Asia,Southern Asia,Azerbaijan,15598.0,24125.0
1604,Asia,Southern Asia,Bahrain,63234.0,58619.0
1605,Asia,Southern Asia,Bangladesh,12130589.0,13524965.0
1606,Asia,Southern Asia,Bhutan,260983.0,270249.0
1607,Asia,Southern Asia,Brazil,31278.0,28999.0
1608,Asia,Southern Asia,Brunei Darussalam,62928.0,113338.0
1609,Asia,Southern Asia,Cambodia,49595.0,48057.0
1610,Asia,Southern Asia,Canada,10840.0,10339.0
1611,Asia,Southern Asia,China,827255.0,826452.0
1612,Asia,Southern Asia,Cyprus,446.0,520.0
1613,Asia,Southern Asia,Denmark,69.0,137.0
1614,Asia,Southern Asia,Egypt,217.0,489.0
1615,Asia,Southern Asia,Fiji,2681.0,1923.0
1616,Asia,Southern Asia,Finland,149.0,83.0
1617,Asia,Southern Asia,France,9188.0,8516.0
1618,Asia,Southern Asia,Germany,14232.0,10969.0
1619,Asia,Southern Asia,Greece,146.0,201.0
1620,Asia,Southern Asia,Haiti,76.0,65.0
1621,Asia,Southern Asia,India,9107629.0,9330529.0
1622,Asia,Southern Asia,Indonesia,366600.0,348930.0
1623,Asia,Southern Asia,Iran (Islamic Republic of),16609.0,17845.0
1624,Asia,Southern Asia,Iraq,1218538.0,1671596.0
1625,Asia,Southern Asia,Israel,65.0,143.0
1626,Asia,Southern Asia,Italy,10591.0,11397.0
1627,Asia,Southern Asia,Japan,40467.0,38483.0
1628,Asia,Southern Asia,Jordan,543.0,518.0
1629,Asia,Southern Asia,Kazakhstan,14729.0,571.0
1630,Asia,Southern Asia,Kenya,13912.0,12587.0
1631,Asia,Southern Asia,Kuwait,35288.0,33117.0
1632,Asia,Southern Asia,Lao People's Democratic Republic,223095.0,216258.0
1633,Asia,Southern Asia,Lebanon,1444.0,1456.0
1634,Asia,Southern Asia,Libya,54.0,98.0
1635,Asia,Southern Asia,Malaysia,573077.0,517385.0
1636,Asia,Southern Asia,Maldives,4146.0,5350.0
1637,Asia,Southern Asia,Mauritius,2957.0,2634.0
1638,Asia,Southern Asia,Myanmar,1020932.0,1523851.0
1639,Asia,Southern Asia,Nepal,2264237.0,1913634.0
1640,Asia,Southern Asia,Netherlands,33.0,75.0
1641,Asia,Southern Asia,New Zealand,282.0,362.0
1642,Asia,Southern Asia,Nigeria,2705.0,3088.0
1643,Asia,Southern Asia,Norway,32774.0,31061.0
1644,Asia,Southern Asia,Oman,648.0,625.0
1645,Asia,Southern Asia,Pakistan,4828346.0,5295782.0
1646,Asia,Southern Asia,Philippines,2211.0,1719.0
1647,Asia,Southern Asia,Portugal,956.0,747.0
1648,Asia,Southern Asia,Qatar,454.0,604.0
1649,Asia,Southern Asia,Republic of Korea,1229.0,1292.0
1650,Asia,Southern Asia,Russian Federation,7149.0,6656.0
1651,Asia,Southern Asia,Saudi Arabia,19711.0,21406.0
1652,Asia,Southern Asia,Seychelles,43.0,52.0
1653,Asia,Southern Asia,Singapore,52668.0,45255.0
1654,Asia,Southern Asia,South Africa,573.0,435.0
1655,Asia,Southern Asia,Spain,73.0,61.0
1656,Asia,Southern Asia,Sri Lanka,690125.0,711985.0
1657,Asia,Southern Asia,Sweden,334.0,573.0
1658,Asia,Southern Asia,Switzerland,763.0,1215.0
1659,Asia,Southern Asia,Syrian Arab Republic,137.0,142.0
1660,Asia,Southern Asia,Tajikistan,45008.0,51889.0
1661,Asia,Southern Asia,Thailand,34804.0,35044.0
1662,Asia,Southern Asia,Turkey,4484.0,6445.0
1663,Asia,Southern Asia,Turkmenistan,6143.0,9527.0
1664,Asia,Southern Asia,Uganda,3873.0,3477.0
1665,Asia,Southern Asia,United Arab Emirates,46264.0,46847.0
1666,Asia,Southern Asia,United Kingdom,97601.0,91846.0
1667,Asia,Southern Asia,United States of America,129290.0,125144.0
1668,Asia,Southern Asia,Uzbekistan,2250.0,2593.0
1669,Asia,Southern Asia,Viet Nam,89188.0,87231.0
1670,Europe,Eastern Europe,Armenia,1789653.0,2201317.0
1671,Europe,Eastern Europe,Aruba,3.0,17.0
1672,Europe,Eastern Europe,Australia,9617.0,11545.0
1673,Europe,Eastern Europe,Austria,69830.0,79811.0
1674,Europe,Eastern Europe,Azerbaijan,2945221.0,3525584.0
1675,Europe,Eastern Europe,Bahamas,25.0,25.0
1676,Europe,Eastern Europe,Bahrain,86.0,157.0
1677,Europe,Eastern Europe,Bangladesh,2648.0,6596.0
1678,Europe,Eastern Europe,Barbados,57.0,24.0
1679,Europe,Eastern Europe,Belarus,4807993.0,3735648.0
1680,Europe,Eastern Europe,Belgium,28987.0,32919.0
1681,Europe,Eastern Europe,Belize,15.0,9.0
1682,Europe,Eastern Europe,Benin,736.0,1123.0
1683,Europe,Eastern Europe,Bermuda,17.0,9.0
1684,Europe,Eastern Europe,Bhutan,46.0,62.0
1685,Europe,Eastern Europe,Bolivia (Plurinational State of),931.0,1604.0
1686,Europe,Eastern Europe,Bosnia and Herzegovina,21896.0,24898.0
1687,Europe,Eastern Europe,Botswana,552.0,653.0
1688,Europe,Eastern Europe,Brazil,6219.0,6810.0
1689,Europe,Eastern Europe,British Virgin Islands,110.0,215.0
1690,Europe,Eastern Europe,Brunei Darussalam,0.0,3.0
1691,Europe,Eastern Europe,Bulgaria,126945.0,141046.0
1692,Europe,Eastern Europe,Burkina Faso,1954.0,1685.0
1693,Europe,Eastern Europe,Burundi,369.0,735.0
1694,Europe,Eastern Europe,Cabo Verde,174.0,242.0
1695,Europe,Eastern Europe,Cambodia,662.0,1205.0
1696,Europe,Eastern Europe,Cameroon,1462.0,3705.0
1697,Europe,Eastern Europe,Canada,18814.0,21697.0
1698,Europe,Eastern Europe,Cayman Islands,4.0,7.0
1699,Europe,Eastern Europe,Central African Republic,354.0,471.0
1700,Europe,Eastern Europe,Chad,661.0,1039.0
1701,Europe,Eastern Europe,Chile,2134.0,2500.0
1702,Europe,Eastern Europe,China,262626.0,324335.0
1703,Europe,Eastern Europe,"China, Hong Kong SAR",189.0,216.0
1704,Europe,Eastern Europe,Colombia,1986.0,2764.0
1705,Europe,Eastern Europe,Comoros,171.0,192.0
1706,Europe,Eastern Europe,Congo,1474.0,3432.0
1707,Europe,Eastern Europe,Costa Rica,277.0,581.0
1708,Europe,Eastern Europe,Croatia,16124.0,20561.0
1709,Europe,Eastern Europe,Cuba,10446.0,15046.0
1710,Europe,Eastern Europe,Cyprus,5504.0,6884.0
1711,Europe,Eastern Europe,Czechia,330434.0,256373.0
1712,Europe,Eastern Europe,Côte d'Ivoire,317.0,917.0
1713,Europe,Eastern Europe,Dem People's Republic of Korea,23130.0,46136.0
1714,Europe,Eastern Europe,Democratic Republic of the Congo,168.0,382.0
1715,Europe,Eastern Europe,Denmark,10920.0,12403.0
1716,Europe,Eastern Europe,Djibouti,9.0,21.0
1717,Europe,Eastern Europe,Dominica,0.0,7.0
1718,Europe,Eastern Europe,Dominican Republic,343.0,327.0
1719,Europe,Eastern Europe,Ecuador,1261.0,2175.0
1720,Europe,Eastern Europe,Egypt,6519.0,15353.0
1721,Europe,Eastern Europe,El Salvador,98.0,111.0
1722,Europe,Eastern Europe,Equatorial Guinea,197.0,287.0
1723,Europe,Eastern Europe,Eritrea,143.0,97.0
1724,Europe,Eastern Europe,Estonia,278161.0,250364.0
1725,Europe,Eastern Europe,Eswatini,18.0,0.0
1726,Europe,Eastern Europe,Ethiopia,1220.0,3008.0
1727,Europe,Eastern Europe,Fiji,10.0,24.0
1728,Europe,Eastern Europe,Finland,16794.0,15369.0
1729,Europe,Eastern Europe,France,175449.0,158957.0
1730,Europe,Eastern Europe,Gabon,45.0,51.0
1731,Europe,Eastern Europe,Gambia,56.0,99.0
1732,Europe,Eastern Europe,Georgia,2067886.0,2301188.0
1733,Europe,Eastern Europe,Germany,1049618.0,1001412.0
1734,Europe,Eastern Europe,Ghana,1165.0,3022.0
1735,Europe,Eastern Europe,Gibraltar,21.0,11.0
1736,Europe,Eastern Europe,Greece,52561.0,63438.0
1737,Europe,Eastern Europe,Greenland,0.0,12.0
1738,Europe,Eastern Europe,Grenada,8.0,19.0
1739,Europe,Eastern Europe,Guatemala,134.0,124.0
1740,Europe,Eastern Europe,Guinea,935.0,2105.0
1741,Europe,Eastern Europe,Guinea-Bissau,586.0,1057.0
1742,Europe,Eastern Europe,Guyana,62.0,159.0
1743,Europe,Eastern Europe,Haiti,29.0,45.0
1744,Europe,Eastern Europe,Honduras,58.0,74.0
1745,Europe,Eastern Europe,Hungary,153294.0,134828.0
1746,Europe,Eastern Europe,Iceland,1806.0,1825.0
1747,Europe,Eastern Europe,India,26816.0,70147.0
1748,Europe,Eastern Europe,Indonesia,2197.0,2505.0
1749,Europe,Eastern Europe,Iran (Islamic Republic of),17721.0,41975.0
1750,Europe,Eastern Europe,Iraq,8558.0,22205.0
1751,Europe,Eastern Europe,Ireland,20759.0,23651.0
1752,Europe,Eastern Europe,Israel,33712.0,44746.0
1753,Europe,Eastern Europe,Italy,105341.0,149840.0
1754,Europe,Eastern Europe,Jamaica,96.0,142.0
1755,Europe,Eastern Europe,Japan,11809.0,11643.0
1756,Europe,Eastern Europe,Jordan,4749.0,40489.0
1757,Europe,Eastern Europe,Kazakhstan,10569109.0,9329824.0
1758,Europe,Eastern Europe,Kenya,1807.0,2602.0
1759,Europe,Eastern Europe,Kiribati,12.0,14.0
1760,Europe,Eastern Europe,Kuwait,1558.0,3262.0
1761,Europe,Eastern Europe,Kyrgyzstan,1995678.0,1886353.0
1762,Europe,Eastern Europe,Lao People's Democratic Republic,345.0,773.0
1763,Europe,Eastern Europe,Latvia,463806.0,410906.0
1764,Europe,Eastern Europe,Lebanon,6599.0,32088.0
1765,Europe,Eastern Europe,Lesotho,5.0,34.0
1766,Europe,Eastern Europe,Liberia,69.0,161.0
1767,Europe,Eastern Europe,Libya,3279.0,5293.0
1768,Europe,Eastern Europe,Liechtenstein,19.0,25.0
1769,Europe,Eastern Europe,Lithuania,748069.0,583165.0
1770,Europe,Eastern Europe,Luxembourg,1736.0,1675.0
1771,Europe,Eastern Europe,Madagascar,444.0,628.0
1772,Europe,Eastern Europe,Malawi,69.0,103.0
1773,Europe,Eastern Europe,Malaysia,4177.0,4979.0
1774,Europe,Eastern Europe,Maldives,281.0,316.0
1775,Europe,Eastern Europe,Mali,308.0,1190.0
1776,Europe,Eastern Europe,Malta,1538.0,1538.0
1777,Europe,Eastern Europe,Marshall Islands,0.0,3.0
1778,Europe,Eastern Europe,Mauritania,9.0,62.0
1779,Europe,Eastern Europe,Mauritius,602.0,882.0
1780,Europe,Eastern Europe,Mexico,3312.0,4043.0
1781,Europe,Eastern Europe,Monaco,589.0,498.0
1782,Europe,Eastern Europe,Mongolia,100264.0,82131.0
1783,Europe,Eastern Europe,Montenegro,1873.0,2937.0
1784,Europe,Eastern Europe,Morocco,8373.0,19382.0
1785,Europe,Eastern Europe,Mozambique,383.0,801.0
1786,Europe,Eastern Europe,Myanmar,630.0,3099.0
1787,Europe,Eastern Europe,Namibia,382.0,540.0
1788,Europe,Eastern Europe,Nauru,6.0,9.0
1789,Europe,Eastern Europe,Nepal,1070.0,2516.0
1790,Europe,Eastern Europe,Netherlands,18757.0,30572.0
1791,Europe,Eastern Europe,New Zealand,1348.0,2039.0
1792,Europe,Eastern Europe,Nicaragua,244.0,530.0
1793,Europe,Eastern Europe,Niger,76.0,232.0
1794,Europe,Eastern Europe,Nigeria,5162.0,13923.0
1795,Europe,Eastern Europe,North Macedonia,53097.0,53246.0
1796,Europe,Eastern Europe,Northern Mariana Islands,578.0,527.0
1797,Europe,Eastern Europe,Norway,13840.0,12175.0
1798,Europe,Eastern Europe,Oman,198.0,282.0
1799,Europe,Eastern Europe,Pakistan,3555.0,10360.0
1800,Europe,Eastern Europe,Palau,0.0,0.0
1801,Europe,Eastern Europe,Panama,321.0,552.0
1802,Europe,Eastern Europe,Papua New Guinea,18.0,23.0
1803,Europe,Eastern Europe,Paraguay,440.0,415.0
1804,Europe,Eastern Europe,Peru,2400.0,4152.0
1805,Europe,Eastern Europe,Philippines,4505.0,1791.0
1806,Europe,Eastern Europe,Poland,220193.0,189454.0
1807,Europe,Eastern Europe,Portugal,5219.0,7378.0
1808,Europe,Eastern Europe,Qatar,440.0,577.0
1809,Europe,Eastern Europe,Republic of Korea,16446.0,20123.0
1810,Europe,Eastern Europe,Republic of Moldova,1891707.0,1862369.0
1811,Europe,Eastern Europe,Romania,779020.0,698955.0
1812,Europe,Eastern Europe,Russian Federation,18294859.0,13104701.0
1813,Europe,Eastern Europe,Rwanda,377.0,501.0
1814,Europe,Eastern Europe,Saint Kitts and Nevis,20.0,33.0
1815,Europe,Eastern Europe,Saint Lucia,4.0,13.0
1816,Europe,Eastern Europe,Saint Vincent and the Grenadines,12.0,12.0
1817,Europe,Eastern Europe,Samoa,25.0,3.0
1818,Europe,Eastern Europe,San Marino,202.0,114.0
1819,Europe,Eastern Europe,Sao Tome and Principe,0.0,6.0
1820,Europe,Eastern Europe,Saudi Arabia,1822.0,3987.0
1821,Europe,Eastern Europe,Senegal,430.0,1151.0
1822,Europe,Eastern Europe,Serbia,101036.0,116146.0
1823,Europe,Eastern Europe,Seychelles,4.0,8.0
1824,Europe,Eastern Europe,Sierra Leone,23.0,201.0
1825,Europe,Eastern Europe,Singapore,589.0,582.0
1826,Europe,Eastern Europe,Slovakia,392457.0,421103.0
1827,Europe,Eastern Europe,Slovenia,3278.0,4779.0
1828,Europe,Eastern Europe,Solomon Islands,0.0,0.0
1829,Europe,Eastern Europe,Somalia,750.0,2470.0
1830,Europe,Eastern Europe,South Africa,3789.0,4759.0
1831,Europe,Eastern Europe,Spain,69791.0,77399.0
1832,Europe,Eastern Europe,Sri Lanka,2815.0,4011.0
1833,Europe,Eastern Europe,State of Palestine,3222.0,17254.0
1834,Europe,Eastern Europe,Sudan,1062.0,3585.0
1835,Europe,Eastern Europe,Suriname,11.0,20.0
1836,Europe,Eastern Europe,Sweden,11582.0,13968.0
1837,Europe,Eastern Europe,Switzerland,13418.0,16141.0
1838,Europe,Eastern Europe,Syrian Arab Republic,32421.0,96504.0
1839,Europe,Eastern Europe,Tajikistan,1444065.0,1840115.0
1840,Europe,Eastern Europe,Thailand,7961.0,1641.0
1841,Europe,Eastern Europe,Timor-Leste,0.0,6.0
1842,Europe,Eastern Europe,Togo,41.0,85.0
1843,Europe,Eastern Europe,Tokelau,1.0,0.0
1844,Europe,Eastern Europe,Tonga,24.0,6.0
1845,Europe,Eastern Europe,Trinidad and Tobago,40.0,44.0
1846,Europe,Eastern Europe,Tunisia,2756.0,10255.0
1847,Europe,Eastern Europe,Turkey,45481.0,119156.0
1848,Europe,Eastern Europe,Turkmenistan,754087.0,700793.0
1849,Europe,Eastern Europe,Turks and Caicos Islands,0.0,13.0
1850,Europe,Eastern Europe,Tuvalu,1246.0,928.0
1851,Europe,Eastern Europe,Uganda,612.0,739.0
1852,Europe,Eastern Europe,Ukraine,14836363.0,13078595.0
1853,Europe,Eastern Europe,United Arab Emirates,2461.0,3288.0
1854,Europe,Eastern Europe,United Kingdom,120001.0,151572.0
1855,Europe,Eastern Europe,United Republic of Tanzania,873.0,1667.0
1856,Europe,Eastern Europe,United States of America,113688.0,116851.0
1857,Europe,Eastern Europe,Uruguay,1697.0,1575.0
1858,Europe,Eastern Europe,Uzbekistan,4295126.0,4446273.0
1859,Europe,Eastern Europe,Vanuatu,17.0,38.0
1860,Europe,Eastern Europe,Venezuela (Bolivarian Republic of),1953.0,2268.0
1861,Europe,Eastern Europe,Viet Nam,196497.0,283550.0
1862,Europe,Northern Europe,Armenia,17170.0,20247.0
1863,Europe,Northern Europe,Aruba,2595.0,2044.0
1864,Europe,Northern Europe,Australia,438782.0,418662.0
1865,Europe,Northern Europe,Austria,134722.0,81695.0
1866,Europe,Northern Europe,Azerbaijan,26020.0,32856.0
1867,Europe,Northern Europe,Bahamas,6276.0,5715.0
1868,Europe,Northern Europe,Bahrain,15295.0,16172.0
1869,Europe,Northern Europe,Bangladesh,608822.0,676736.0
1870,Europe,Northern Europe,Barbados,80646.0,76592.0
1871,Europe,Northern Europe,Belarus,558299.0,368092.0
1872,Europe,Northern Europe,Belgium,118265.0,91627.0
1873,Europe,Northern Europe,Belize,6508.0,3066.0
1874,Europe,Northern Europe,Benin,1492.0,1838.0
1875,Europe,Northern Europe,Bermuda,58384.0,54851.0
1876,Europe,Northern Europe,Bhutan,1861.0,2329.0
1877,Europe,Northern Europe,Bolivia (Plurinational State of),20320.0,19772.0
1878,Europe,Northern Europe,Bosnia and Herzegovina,306177.0,299772.0
1879,Europe,Northern Europe,Botswana,9981.0,10013.0
1880,Europe,Northern Europe,Brazil,176660.0,134794.0
1881,Europe,Northern Europe,British Virgin Islands,1137.0,849.0
1882,Europe,Northern Europe,Brunei Darussalam,12404.0,11001.0
1883,Europe,Northern Europe,Bulgaria,115192.0,115602.0
1884,Europe,Northern Europe,Burkina Faso,741.0,1101.0
1885,Europe,Northern Europe,Burundi,18761.0,15928.0
1886,Europe,Northern Europe,Cabo Verde,4567.0,4208.0
1887,Europe,Northern Europe,Cambodia,7537.0,5421.0
1888,Europe,Northern Europe,Cameroon,24955.0,26995.0
1889,Europe,Northern Europe,Canada,355909.0,289243.0
1890,Europe,Northern Europe,Cayman Islands,3569.0,2760.0
1891,Europe,Northern Europe,Central African Republic,1264.0,834.0
1892,Europe,Northern Europe,Chad,673.0,1480.0
1893,Europe,Northern Europe,Channel Islands,61851.0,57555.0
1894,Europe,Northern Europe,Chile,137851.0,138413.0
1895,Europe,Northern Europe,China,696882.0,604343.0
1896,Europe,Northern Europe,"China, Hong Kong SAR",328694.0,343833.0
1897,Europe,Northern Europe,"China, Macao SAR",77.0,146.0
1898,Europe,Northern Europe,Colombia,121349.0,104538.0
1899,Europe,Northern Europe,Comoros,381.0,340.0
1900,Europe,Northern Europe,Congo,28938.0,25147.0
1901,Europe,Northern Europe,Cook Islands,3.0,0.0
1902,Europe,Northern Europe,Costa Rica,3971.0,3893.0
1903,Europe,Northern Europe,Croatia,61801.0,58694.0
1904,Europe,Northern Europe,Cuba,16177.0,16349.0
1905,Europe,Northern Europe,Cyprus,292107.0,299469.0
1906,Europe,Northern Europe,Czechia,117761.0,82061.0
1907,Europe,Northern Europe,Côte d'Ivoire,18191.0,19841.0
1908,Europe,Northern Europe,Dem People's Republic of Korea,24830.0,18355.0
1909,Europe,Northern Europe,Democratic Republic of the Congo,56416.0,52559.0
1910,Europe,Northern Europe,Denmark,323875.0,309514.0
1911,Europe,Northern Europe,Djibouti,1974.0,1518.0
1912,Europe,Northern Europe,Dominica,21763.0,19681.0
1913,Europe,Northern Europe,Dominican Republic,7086.0,6113.0
1914,Europe,Northern Europe,Ecuador,26586.0,23720.0
1915,Europe,Northern Europe,Egypt,104670.0,141775.0
1916,Europe,Northern Europe,El Salvador,12186.0,11548.0
1917,Europe,Northern Europe,Equatorial Guinea,717.0,423.0
1918,Europe,Northern Europe,Eritrea,103241.0,119801.0
1919,Europe,Northern Europe,Estonia,179774.0,146923.0
1920,Europe,Northern Europe,Eswatini,3881.0,3404.0
1921,Europe,Northern Europe,Ethiopia,104932.0,109172.0
1922,Europe,Northern Europe,Falkland Islands (Malvinas),3816.0,2754.0
1923,Europe,Northern Europe,Faroe Islands,41676.0,29229.0
1924,Europe,Northern Europe,Fiji,13970.0,14749.0
1925,Europe,Northern Europe,Finland,811283.0,545469.0
1926,Europe,Northern Europe,France,532328.0,439885.0
1927,Europe,Northern Europe,French Guiana,3.0,5.0
1928,Europe,Northern Europe,French Polynesia,314.0,279.0
1929,Europe,Northern Europe,Gabon,843.0,695.0
1930,Europe,Northern Europe,Gambia,33682.0,45651.0
1931,Europe,Northern Europe,Georgia,22632.0,24605.0
1932,Europe,Northern Europe,Germany,1501782.0,1184782.0
1933,Europe,Northern Europe,Ghana,294634.0,305488.0
1934,Europe,Northern Europe,Gibraltar,36615.0,34611.0
1935,Europe,Northern Europe,Greece,155070.0,198189.0
1936,Europe,Northern Europe,Greenland,49394.0,35133.0
1937,Europe,Northern Europe,Grenada,31991.0,28124.0
1938,Europe,Northern Europe,Guadeloupe,3.0,9.0
1939,Europe,Northern Europe,Guatemala,7136.0,6692.0
1940,Europe,Northern Europe,Guinea,4496.0,5975.0
1941,Europe,Northern Europe,Guinea-Bissau,3937.0,4235.0
1942,Europe,Northern Europe,Guyana,92294.0,67359.0
1943,Europe,Northern Europe,Haiti,1596.0,1622.0
1944,Europe,Northern Europe,Holy See,2.0,0.0
1945,Europe,Northern Europe,Honduras,3857.0,2894.0
1946,Europe,Northern Europe,Hungary,181291.0,187792.0
1947,Europe,Northern Europe,Iceland,60243.0,58395.0
1948,Europe,Northern Europe,India,2269157.0,2295316.0
1949,Europe,Northern Europe,Indonesia,47144.0,30910.0
1950,Europe,Northern Europe,Iran (Islamic Republic of),432019.0,556575.0
1951,Europe,Northern Europe,Iraq,491677.0,659882.0
1952,Europe,Northern Europe,Ireland,1906298.0,1538263.0
1953,Europe,Northern Europe,Isle of Man,32324.0,30586.0
1954,Europe,Northern Europe,Israel,62879.0,75072.0
1955,Europe,Northern Europe,Italy,472231.0,526227.0
1956,Europe,Northern Europe,Jamaica,567695.0,442736.0
1957,Europe,Northern Europe,Japan,192599.0,120189.0
1958,Europe,Northern Europe,Jordan,22035.0,32988.0
1959,Europe,Northern Europe,Kazakhstan,81656.0,67459.0
1960,Europe,Northern Europe,Kenya,481078.0,465057.0
1961,Europe,Northern Europe,Kiribati,623.0,477.0
1962,Europe,Northern Europe,Kuwait,31845.0,42295.0
1963,Europe,Northern Europe,Kyrgyzstan,12831.0,9680.0
1964,Europe,Northern Europe,Lao People's Democratic Republic,4348.0,2993.0
1965,Europe,Northern Europe,Latvia,224466.0,197581.0
1966,Europe,Northern Europe,Lebanon,143997.0,184435.0
1967,Europe,Northern Europe,Lesotho,2276.0,1536.0
1968,Europe,Northern Europe,Liberia,11638.0,13604.0
1969,Europe,Northern Europe,Libya,41092.0,57275.0
1970,Europe,Northern Europe,Liechtenstein,239.0,158.0
1971,Europe,Northern Europe,Lithuania,526799.0,469121.0
1972,Europe,Northern Europe,Luxembourg,8281.0,7862.0
1973,Europe,Northern Europe,Madagascar,5752.0,3699.0
1974,Europe,Northern Europe,Malawi,51438.0,49956.0
1975,Europe,Northern Europe,Malaysia,249162.0,197331.0
1976,Europe,Northern Europe,Maldives,889.0,881.0
1977,Europe,Northern Europe,Mali,1048.0,1574.0
1978,Europe,Northern Europe,Malta,120031.0,109310.0
1979,Europe,Northern Europe,Marshall Islands,0.0,5.0
1980,Europe,Northern Europe,Martinique,6.0,6.0
1981,Europe,Northern Europe,Mauritania,389.0,904.0
1982,Europe,Northern Europe,Mauritius,121329.0,125132.0
1983,Europe,Northern Europe,Mexico,38348.0,31368.0
1984,Europe,Northern Europe,Micronesia (Fed States of),3.0,0.0
1985,Europe,Northern Europe,Monaco,910.0,1249.0
1986,Europe,Northern Europe,Mongolia,10671.0,7004.0
1987,Europe,Northern Europe,Montenegro,7559.0,8106.0
1988,Europe,Northern Europe,Montserrat,29985.0,22984.0
1989,Europe,Northern Europe,Morocco,101316.0,126759.0
1990,Europe,Northern Europe,Mozambique,16629.0,14142.0
1991,Europe,Northern Europe,Myanmar,54587.0,50657.0
1992,Europe,Northern Europe,Namibia,6716.0,5942.0
1993,Europe,Northern Europe,Nauru,56.0,35.0
1994,Europe,Northern Europe,Nepal,68960.0,96969.0
1995,Europe,Northern Europe,Netherlands,256927.0,243220.0
1996,Europe,Northern Europe,New Caledonia,422.0,439.0
1997,Europe,Northern Europe,New Zealand,228823.0,217408.0
1998,Europe,Northern Europe,Nicaragua,4668.0,3427.0
1999,Europe,Northern Europe,Niger,1008.0,1188.0
2000,Europe,Northern Europe,Nigeria,511924.0,507383.0
2001,Europe,Northern Europe,North Macedonia,34089.0,35540.0
2002,Europe,Northern Europe,Norway,302861.0,219856.0
2003,Europe,Northern Europe,Oman,6832.0,9251.0
2004,Europe,Northern Europe,Pakistan,1438354.0,1623936.0
2005,Europe,Northern Europe,Palau,10.0,10.0
2006,Europe,Northern Europe,Panama,3429.0,2695.0
2007,Europe,Northern Europe,Papua New Guinea,3635.0,3420.0
2008,Europe,Northern Europe,Paraguay,3486.0,2712.0
2009,Europe,Northern Europe,Peru,50589.0,36704.0
2010,Europe,Northern Europe,Philippines,563186.0,272012.0
2011,Europe,Northern Europe,Poland,2159655.0,2120430.0
2012,Europe,Northern Europe,Portugal,344495.0,304669.0
2013,Europe,Northern Europe,Puerto Rico,32.0,31.0
2014,Europe,Northern Europe,Qatar,4946.0,6620.0
2015,Europe,Northern Europe,Republic of Korea,140446.0,89472.0
2016,Europe,Northern Europe,Republic of Moldova,30265.0,30676.0
2017,Europe,Northern Europe,Romania,446098.0,472333.0
2018,Europe,Northern Europe,Russian Federation,2488215.0,1687494.0
2019,Europe,Northern Europe,Rwanda,15092.0,12527.0
2020,Europe,Northern Europe,Réunion,19.0,73.0
2021,Europe,Northern Europe,Saint Helena,11895.0,7880.0
2022,Europe,Northern Europe,Saint Kitts and Nevis,20472.0,18057.0
2023,Europe,Northern Europe,Saint Lucia,29288.0,24363.0
2024,Europe,Northern Europe,Saint Pierre and Miquelon,0.0,0.0
2025,Europe,Northern Europe,Saint Vincent and the Grenadines,23238.0,21783.0
2026,Europe,Northern Europe,Samoa,874.0,1012.0
2027,Europe,Northern Europe,San Marino,21.0,23.0
2028,Europe,Northern Europe,Sao Tome and Principe,1622.0,956.0
2029,Europe,Northern Europe,Saudi Arabia,62160.0,78653.0
2030,Europe,Northern Europe,Senegal,5307.0,7971.0
2031,Europe,Northern Europe,Serbia,57284.0,56897.0
2032,Europe,Northern Europe,Seychelles,14425.0,9533.0
